datetime,origin,destination,price
2025-04-06T18:00:00,Seattle,Zurich,639
2025-04-07T06:00:00,Seattle,Zurich,905
2025-04-07T18:00:00,Seattle,Zurich,865
2025-04-08T06:00:00,Seattle,Zurich,1050
2025-04-08T18:00:00,Seattle,Zurich,1133
2025-04-09T06:00:00,Seattle,Zurich,659
2025-04-09T18:00:00,Seattle,Zurich,657
2025-04-10T06:00:00,Seattle,Zurich,1038
2025-04-10T18:00:00,Seattle,Zurich,754
2025-04-11T06:00:00,Seattle,Zurich,660
2025-04-11T18:00:00,Seattle,Zurich,659
2025-04-12T06:00:00,Seattle,Zurich,997
2025-04-12T18:00:00,Seattle,Zurich,756
2025-04-13T06:00:00,Seattle,Zurich,1021
2025-04-13T18:00:00,Seattle,Zurich,997
2025-04-14T06:00:00,Seattle,Zurich,1091
2025-04-14T18:00:00,Seattle,Zurich,803
2025-04-15T06:00:00,Seattle,Zurich,876
2025-04-15T18:00:00,Seattle,Zurich,733
2025-04-16T06:00:00,Seattle,Zurich,789
2025-04-16T18:00:00,Seattle,Zurich,789
2025-04-17T06:00:00,Seattle,Zurich,1114
2025-04-17T18:00:00,Seattle,Zurich,667
2025-04-18T06:00:00,Seattle,Zurich,1142
2025-04-18T18:00:00,Seattle,Zurich,794
2025-04-19T06:00:00,Seattle,Zurich,928
2025-04-19T18:00:00,Seattle,Zurich,1047
2025-04-20T06:00:00,Seattle,Zurich,1169
2025-04-20T18:00:00,Seattle,Zurich,687
2025-04-21T06:00:00,Seattle,Zurich,658
2025-04-21T18:00:00,Seattle,Zurich,1100
2025-04-22T06:00:00,Seattle,Zurich,845
2025-04-22T18:00:00,Seattle,Zurich,844
2025-04-23T06:00:00,Seattle,Zurich,750
2025-04-23T18:00:00,Seattle,Zurich,975
2025-04-24T06:00:00,Seattle,Zurich,553
2025-04-24T18:00:00,Seattle,Zurich,607
2025-04-25T06:00:00,Seattle,Zurich,615
2025-04-25T18:00:00,Seattle,Zurich,651
2025-04-26T06:00:00,Seattle,Zurich,896
2025-04-26T18:00:00,Seattle,Zurich,774
2025-04-27T06:00:00,Seattle,Zurich,682
2025-04-27T18:00:00,Seattle,Zurich,765
2025-04-28T06:00:00,Seattle,Zurich,1100
2025-04-28T18:00:00,Seattle,Zurich,622
2025-04-29T06:00:00,Seattle,Zurich,890
2025-04-29T18:00:00,Seattle,Zurich,1078
2025-04-30T06:00:00,Seattle,Zurich,1059
2025-04-30T18:00:00,Seattle,Zurich,667
2025-05-01T06:00:00,Seattle,Zurich,644
2025-05-01T18:00:00,Seattle,Zurich,882
2025-05-02T06:00:00,Seattle,Zurich,892
2025-05-02T18:00:00,Seattle,Zurich,912
2025-05-03T06:00:00,Seattle,Zurich,767
2025-05-03T18:00:00,Seattle,Zurich,856
2025-05-04T06:00:00,Seattle,Zurich,815
2025-05-04T18:00:00,Seattle,Zurich,1150
2025-05-05T06:00:00,Seattle,Zurich,919
2025-05-05T18:00:00,Seattle,Zurich,947
2025-05-06T06:00:00,Seattle,Zurich,778
2025-05-06T18:00:00,Seattle,Zurich,1094
2025-05-07T06:00:00,Seattle,Zurich,976
2025-05-07T18:00:00,Seattle,Zurich,1114
2025-05-08T06:00:00,Seattle,Zurich,846
2025-05-08T18:00:00,Seattle,Zurich,675
2025-05-09T06:00:00,Seattle,Zurich,1128
2025-05-09T18:00:00,Seattle,Zurich,787
2025-05-10T06:00:00,Seattle,Zurich,839
2025-05-10T18:00:00,Seattle,Zurich,944
2025-05-11T06:00:00,Seattle,Zurich,829
2025-05-11T18:00:00,Seattle,Zurich,802
2025-05-12T06:00:00,Seattle,Zurich,822
2025-05-12T18:00:00,Seattle,Zurich,968
2025-05-13T06:00:00,Seattle,Zurich,1003
2025-05-13T18:00:00,Seattle,Zurich,1041
2025-05-14T06:00:00,Seattle,Zurich,1002
2025-05-14T18:00:00,Seattle,Zurich,1065
2025-05-15T06:00:00,Seattle,Zurich,816
2025-05-15T18:00:00,Seattle,Zurich,947
2025-05-16T06:00:00,Seattle,Zurich,850
2025-05-16T18:00:00,Seattle,Zurich,1003
2025-05-17T06:00:00,Seattle,Zurich,930
2025-05-17T18:00:00,Seattle,Zurich,1118
2025-05-18T06:00:00,Seattle,Zurich,1091
2025-05-18T18:00:00,Seattle,Zurich,1106
2025-05-19T06:00:00,Seattle,Zurich,1034
2025-05-19T18:00:00,Seattle,Zurich,716
2025-05-20T06:00:00,Seattle,Zurich,849
2025-05-20T18:00:00,Seattle,Zurich,721
2025-05-21T06:00:00,Seattle,Zurich,1067
2025-05-21T18:00:00,Seattle,Zurich,1085
2025-05-22T06:00:00,Seattle,Zurich,1118
2025-05-22T18:00:00,Seattle,Zurich,825
2025-05-23T06:00:00,Seattle,Zurich,920
2025-05-23T18:00:00,Seattle,Zurich,992
2025-05-24T06:00:00,Seattle,Zurich,811
2025-05-24T18:00:00,Seattle,Zurich,671
2025-05-25T06:00:00,Seattle,Zurich,869
2025-05-25T18:00:00,Seattle,Zurich,1093
2025-05-26T06:00:00,Seattle,Zurich,766
2025-05-26T18:00:00,Seattle,Zurich,1151
2025-05-27T06:00:00,Seattle,Zurich,672
2025-05-27T18:00:00,Seattle,Zurich,759
2025-05-28T06:00:00,Seattle,Zurich,870
2025-05-28T18:00:00,Seattle,Zurich,920
2025-05-29T06:00:00,Seattle,Zurich,686
2025-05-29T18:00:00,Seattle,Zurich,999
2025-05-30T06:00:00,Seattle,Zurich,1010
2025-05-30T18:00:00,Seattle,Zurich,988
2025-05-31T06:00:00,Seattle,Zurich,1136
2025-05-31T18:00:00,Seattle,Zurich,1225
2025-06-01T06:00:00,Seattle,Zurich,959
2025-06-01T18:00:00,Seattle,Zurich,1047
2025-06-02T06:00:00,Seattle,Zurich,1051
2025-06-02T18:00:00,Seattle,Zurich,1067
2025-06-03T06:00:00,Seattle,Zurich,725
2025-06-03T18:00:00,Seattle,Zurich,805
2025-06-04T06:00:00,Seattle,Zurich,1213
2025-06-04T18:00:00,Seattle,Zurich,694
2025-06-05T06:00:00,Seattle,Zurich,829
2025-06-05T18:00:00,Seattle,Zurich,1005
2025-06-06T06:00:00,Seattle,Zurich,616
2025-06-06T18:00:00,Seattle,Zurich,1002
2025-06-07T06:00:00,Seattle,Zurich,913
2025-06-07T18:00:00,Seattle,Zurich,732
2025-06-08T06:00:00,Seattle,Zurich,712
2025-06-08T18:00:00,Seattle,Zurich,1074
2025-06-09T06:00:00,Seattle,Zurich,838
2025-06-09T18:00:00,Seattle,Zurich,739
2025-06-10T06:00:00,Seattle,Zurich,622
2025-06-10T18:00:00,Seattle,Zurich,1050
2025-06-11T06:00:00,Seattle,Zurich,1089
2025-06-11T18:00:00,Seattle,Zurich,585
2025-06-12T06:00:00,Seattle,Zurich,845
2025-06-12T18:00:00,Seattle,Zurich,608
2025-06-13T06:00:00,Seattle,Zurich,1096
2025-06-13T18:00:00,Seattle,Zurich,874
2025-06-14T06:00:00,Seattle,Zurich,893
2025-06-14T18:00:00,Seattle,Zurich,864
2025-06-15T06:00:00,Seattle,Zurich,1134
2025-06-15T18:00:00,Seattle,Zurich,1077
2025-06-16T06:00:00,Seattle,Zurich,995
2025-06-16T18:00:00,Seattle,Zurich,1217
2025-06-17T06:00:00,Seattle,Zurich,1124
2025-06-17T18:00:00,Seattle,Zurich,903
2025-06-18T06:00:00,Seattle,Zurich,910
2025-06-18T18:00:00,Seattle,Zurich,1253
2025-06-19T06:00:00,Seattle,Zurich,935
2025-06-19T18:00:00,Seattle,Zurich,964
2025-06-20T06:00:00,Seattle,Zurich,871
2025-06-20T18:00:00,Seattle,Zurich,873
2025-06-21T06:00:00,Seattle,Zurich,894
2025-06-21T18:00:00,Seattle,Zurich,742
2025-06-22T06:00:00,Seattle,Zurich,893
2025-06-22T18:00:00,Seattle,Zurich,1122
2025-06-23T06:00:00,Seattle,Zurich,1034
2025-06-23T18:00:00,Seattle,Zurich,684
2025-06-24T06:00:00,Seattle,Zurich,1002
2025-06-24T18:00:00,Seattle,Zurich,969
2025-06-25T06:00:00,Seattle,Zurich,1052
2025-06-25T18:00:00,Seattle,Zurich,613
2025-06-26T06:00:00,Seattle,Zurich,612
2025-06-26T18:00:00,Seattle,Zurich,999
2025-06-27T06:00:00,Seattle,Zurich,1102
2025-06-27T18:00:00,Seattle,Zurich,1047
2025-06-28T06:00:00,Seattle,Zurich,823
2025-06-28T18:00:00,Seattle,Zurich,923
2025-06-29T06:00:00,Seattle,Zurich,1058
2025-06-29T18:00:00,Seattle,Zurich,912
2025-04-01T06:00:00,Berlin,Seattle,943
2025-04-01T18:00:00,Berlin,Seattle,1063
2025-04-02T06:00:00,Berlin,Seattle,1149
2025-04-02T18:00:00,Berlin,Seattle,1119
2025-04-03T06:00:00,Berlin,Seattle,1257
2025-04-03T18:00:00,Berlin,Seattle,1242
2025-04-04T06:00:00,Berlin,Seattle,1239
2025-04-04T18:00:00,Berlin,Seattle,903
2025-04-05T06:00:00,Berlin,Seattle,708
2025-04-05T18:00:00,Berlin,Seattle,868
2025-04-06T06:00:00,Berlin,Seattle,974
2025-04-06T18:00:00,Berlin,Seattle,980
2025-04-07T06:00:00,Berlin,Seattle,622
2025-04-07T18:00:00,Berlin,Seattle,632
2025-04-08T06:00:00,Berlin,Seattle,795
2025-04-08T18:00:00,Berlin,Seattle,1040
2025-04-09T06:00:00,Berlin,Seattle,693
2025-04-09T18:00:00,Berlin,Seattle,820
2025-04-10T06:00:00,Berlin,Seattle,827
2025-04-10T18:00:00,Berlin,Seattle,1074
2025-04-11T06:00:00,Berlin,Seattle,1132
2025-04-11T18:00:00,Berlin,Seattle,661
2025-04-12T06:00:00,Berlin,Seattle,726
2025-04-12T18:00:00,Berlin,Seattle,945
2025-04-13T06:00:00,Berlin,Seattle,1104
2025-04-13T18:00:00,Berlin,Seattle,981
2025-04-14T06:00:00,Berlin,Seattle,1026
2025-04-14T18:00:00,Berlin,Seattle,827
2025-04-15T06:00:00,Berlin,Seattle,927
2025-04-15T18:00:00,Berlin,Seattle,652
2025-04-16T06:00:00,Berlin,Seattle,641
2025-04-16T18:00:00,Berlin,Seattle,1140
2025-04-17T06:00:00,Berlin,Seattle,939
2025-04-17T18:00:00,Berlin,Seattle,869
2025-04-18T06:00:00,Berlin,Seattle,911
2025-04-18T18:00:00,Berlin,Seattle,887
2025-04-19T06:00:00,Berlin,Seattle,1000
2025-04-19T18:00:00,Berlin,Seattle,1157
2025-04-20T06:00:00,Berlin,Seattle,636
2025-04-20T18:00:00,Berlin,Seattle,820
2025-04-21T06:00:00,Berlin,Seattle,1004
2025-04-21T18:00:00,Berlin,Seattle,860
2025-04-22T06:00:00,Berlin,Seattle,655
2025-04-22T18:00:00,Berlin,Seattle,605
2025-04-23T06:00:00,Berlin,Seattle,754
2025-04-23T18:00:00,Berlin,Seattle,583
2025-04-24T06:00:00,Berlin,Seattle,1099
2025-04-24T18:00:00,Berlin,Seattle,900
2025-04-25T06:00:00,Berlin,Seattle,583
2025-04-25T18:00:00,Berlin,Seattle,888
2025-04-26T06:00:00,Berlin,Seattle,875
2025-04-26T18:00:00,Berlin,Seattle,975
2025-04-27T06:00:00,Berlin,Seattle,929
2025-04-27T18:00:00,Berlin,Seattle,854
2025-04-28T06:00:00,Berlin,Seattle,1186
2025-04-28T18:00:00,Berlin,Seattle,997
2025-04-29T06:00:00,Berlin,Seattle,1233
2025-04-29T18:00:00,Berlin,Seattle,1148
2025-04-30T06:00:00,Berlin,Seattle,973
2025-04-30T18:00:00,Berlin,Seattle,902
2025-05-01T06:00:00,Berlin,Seattle,837
2025-05-01T18:00:00,Berlin,Seattle,1029
2025-05-02T06:00:00,Berlin,Seattle,927
2025-05-02T18:00:00,Berlin,Seattle,742
2025-05-03T06:00:00,Berlin,Seattle,775
2025-05-03T18:00:00,Berlin,Seattle,1011
2025-05-04T06:00:00,Berlin,Seattle,902
2025-05-04T18:00:00,Berlin,Seattle,852
2025-05-05T06:00:00,Berlin,Seattle,1021
2025-05-05T18:00:00,Berlin,Seattle,1116
2025-05-06T06:00:00,Berlin,Seattle,1101
2025-05-06T18:00:00,Berlin,Seattle,1001
2025-05-07T06:00:00,Berlin,Seattle,653
2025-05-07T18:00:00,Berlin,Seattle,665
2025-05-08T06:00:00,Berlin,Seattle,622
2025-05-08T18:00:00,Berlin,Seattle,1022
2025-05-09T06:00:00,Berlin,Seattle,1139
2025-05-09T18:00:00,Berlin,Seattle,1117
2025-05-10T06:00:00,Berlin,Seattle,1104
2025-05-10T18:00:00,Berlin,Seattle,1067
2025-05-11T06:00:00,Berlin,Seattle,1080
2025-05-11T18:00:00,Berlin,Seattle,887
2025-05-12T06:00:00,Berlin,Seattle,1103
2025-05-12T18:00:00,Berlin,Seattle,1158
2025-05-13T06:00:00,Berlin,Seattle,642
2025-05-13T18:00:00,Berlin,Seattle,687
2025-05-14T06:00:00,Berlin,Seattle,936
2025-05-14T18:00:00,Berlin,Seattle,659
2025-05-15T06:00:00,Berlin,Seattle,986
2025-05-15T18:00:00,Berlin,Seattle,813
2025-05-16T06:00:00,Berlin,Seattle,708
2025-05-16T18:00:00,Berlin,Seattle,1243
2025-05-17T06:00:00,Berlin,Seattle,728
2025-05-17T18:00:00,Berlin,Seattle,649
2025-05-18T06:00:00,Berlin,Seattle,1146
2025-05-18T18:00:00,Berlin,Seattle,1189
2025-05-19T06:00:00,Berlin,Seattle,956
2025-05-19T18:00:00,Berlin,Seattle,752
2025-05-20T06:00:00,Berlin,Seattle,1102
2025-05-20T18:00:00,Berlin,Seattle,878
2025-05-21T06:00:00,Berlin,Seattle,695
2025-05-21T18:00:00,Berlin,Seattle,1013
2025-05-22T06:00:00,Berlin,Seattle,987
2025-05-22T18:00:00,Berlin,Seattle,717
2025-05-23T06:00:00,Berlin,Seattle,620
2025-05-23T18:00:00,Berlin,Seattle,745
2025-05-24T06:00:00,Berlin,Seattle,747
2025-05-24T18:00:00,Berlin,Seattle,897
2025-05-25T06:00:00,Berlin,Seattle,926
2025-05-25T18:00:00,Berlin,Seattle,620
2025-05-26T06:00:00,Berlin,Seattle,623
2025-05-26T18:00:00,Berlin,Seattle,732
2025-05-27T06:00:00,Berlin,Seattle,1091
2025-05-27T18:00:00,Berlin,Seattle,1077
2025-05-28T06:00:00,Berlin,Seattle,673
2025-05-28T18:00:00,Berlin,Seattle,632
2025-05-29T06:00:00,Berlin,Seattle,1059
2025-05-29T18:00:00,Berlin,Seattle,1116
2025-05-30T06:00:00,Berlin,Seattle,1051
2025-05-30T18:00:00,Berlin,Seattle,1159
2025-05-31T06:00:00,Berlin,Seattle,1181
2025-05-31T18:00:00,Berlin,Seattle,1064
2025-06-01T06:00:00,Berlin,Seattle,1114
2025-06-01T18:00:00,Berlin,Seattle,887
2025-06-02T06:00:00,Berlin,Seattle,865
2025-06-02T18:00:00,Berlin,Seattle,733
2025-06-03T06:00:00,Berlin,Seattle,1247
2025-06-03T18:00:00,Berlin,Seattle,1001
2025-06-04T06:00:00,Berlin,Seattle,1020
2025-06-04T18:00:00,Berlin,Seattle,1042
2025-06-05T06:00:00,Berlin,Seattle,865
2025-06-05T18:00:00,Berlin,Seattle,865
2025-06-06T06:00:00,Berlin,Seattle,626
2025-06-06T18:00:00,Berlin,Seattle,945
2025-06-07T06:00:00,Berlin,Seattle,950
2025-06-07T18:00:00,Berlin,Seattle,856
2025-06-08T06:00:00,Berlin,Seattle,861
2025-06-08T18:00:00,Berlin,Seattle,1083
2025-06-09T06:00:00,Berlin,Seattle,1093
2025-06-09T18:00:00,Berlin,Seattle,909
2025-06-10T06:00:00,Berlin,Seattle,854
2025-06-10T18:00:00,Berlin,Seattle,701
2025-06-11T06:00:00,Berlin,Seattle,996
2025-06-11T18:00:00,Berlin,Seattle,1000
2025-06-12T06:00:00,Berlin,Seattle,1016
2025-06-12T18:00:00,Berlin,Seattle,649
2025-06-13T06:00:00,Berlin,Seattle,687
2025-06-13T18:00:00,Berlin,Seattle,621
2025-06-14T06:00:00,Berlin,Seattle,1121
2025-06-14T18:00:00,Berlin,Seattle,1003
2025-06-15T06:00:00,Berlin,Seattle,712
2025-06-15T18:00:00,Berlin,Seattle,1125
2025-06-16T06:00:00,Berlin,Seattle,1038
2025-06-16T18:00:00,Berlin,Seattle,1214
2025-06-17T06:00:00,Berlin,Seattle,1168
2025-06-17T18:00:00,Berlin,Seattle,990
2025-06-18T06:00:00,Berlin,Seattle,1039
2025-06-18T18:00:00,Berlin,Seattle,873
2025-06-19T06:00:00,Berlin,Seattle,760
2025-06-19T18:00:00,Berlin,Seattle,687
2025-06-20T06:00:00,Berlin,Seattle,1172
2025-06-20T18:00:00,Berlin,Seattle,746
2025-06-21T06:00:00,Berlin,Seattle,864
2025-06-21T18:00:00,Berlin,Seattle,783
2025-06-22T06:00:00,Berlin,Seattle,1013
2025-06-22T18:00:00,Berlin,Seattle,1003
2025-06-23T06:00:00,Berlin,Seattle,1159
2025-06-23T18:00:00,Berlin,Seattle,871
2025-06-24T06:00:00,Berlin,Seattle,793
2025-06-24T18:00:00,Berlin,Seattle,911
2025-06-25T06:00:00,Berlin,Seattle,880
2025-06-25T18:00:00,Berlin,Seattle,629
2025-06-26T06:00:00,Berlin,Seattle,723
2025-06-26T18:00:00,Berlin,Seattle,565
2025-06-27T06:00:00,Berlin,Seattle,1157
2025-06-27T18:00:00,Berlin,Seattle,808
2025-06-28T06:00:00,Berlin,Seattle,815
2025-06-28T18:00:00,Berlin,Seattle,1110
2025-06-29T06:00:00,Berlin,Seattle,1178
2025-06-29T18:00:00,Berlin,Seattle,1016
2025-04-01T06:00:00,Berlin,Prague,192
2025-04-01T18:00:00,Berlin,Prague,696
2025-04-02T06:00:00,Berlin,Prague,292
2025-04-02T18:00:00,Berlin,Prague,630
2025-04-03T06:00:00,Berlin,Prague,701
2025-04-03T18:00:00,Berlin,Prague,220
2025-04-04T06:00:00,Berlin,Prague,188
2025-04-04T18:00:00,Berlin,Prague,506
2025-04-05T06:00:00,Berlin,Prague,293
2025-04-05T18:00:00,Berlin,Prague,468
2025-04-06T06:00:00,Berlin,Prague,402
2025-04-06T18:00:00,Berlin,Prague,629
2025-04-07T06:00:00,Berlin,Prague,228
2025-04-07T18:00:00,Berlin,Prague,532
2025-04-08T06:00:00,Berlin,Prague,238
2025-04-08T18:00:00,Berlin,Prague,573
2025-04-09T06:00:00,Berlin,Prague,468
2025-04-09T18:00:00,Berlin,Prague,528
2025-04-10T06:00:00,Berlin,Prague,574
2025-04-10T18:00:00,Berlin,Prague,253
2025-04-11T06:00:00,Berlin,Prague,378
2025-04-11T18:00:00,Berlin,Prague,378
2025-04-12T06:00:00,Berlin,Prague,156
2025-04-12T18:00:00,Berlin,Prague,642
2025-04-13T06:00:00,Berlin,Prague,783
2025-04-13T18:00:00,Berlin,Prague,652
2025-04-14T06:00:00,Berlin,Prague,166
2025-04-14T18:00:00,Berlin,Prague,594
2025-04-15T06:00:00,Berlin,Prague,478
2025-04-15T18:00:00,Berlin,Prague,209
2025-04-16T06:00:00,Berlin,Prague,301
2025-04-16T18:00:00,Berlin,Prague,811
2025-04-17T06:00:00,Berlin,Prague,297
2025-04-17T18:00:00,Berlin,Prague,806
2025-04-18T06:00:00,Berlin,Prague,242
2025-04-18T18:00:00,Berlin,Prague,824
2025-04-19T06:00:00,Berlin,Prague,811
2025-04-19T18:00:00,Berlin,Prague,499
2025-04-20T06:00:00,Berlin,Prague,356
2025-04-20T18:00:00,Berlin,Prague,628
2025-04-21T06:00:00,Berlin,Prague,502
2025-04-21T18:00:00,Berlin,Prague,676
2025-04-22T06:00:00,Berlin,Prague,116
2025-04-22T18:00:00,Berlin,Prague,196
2025-04-23T06:00:00,Berlin,Prague,376
2025-04-23T18:00:00,Berlin,Prague,249
2025-04-24T06:00:00,Berlin,Prague,144
2025-04-24T18:00:00,Berlin,Prague,348
2025-04-25T06:00:00,Berlin,Prague,658
2025-04-25T18:00:00,Berlin,Prague,90
2025-04-26T06:00:00,Berlin,Prague,523
2025-04-26T18:00:00,Berlin,Prague,433
2025-04-27T06:00:00,Berlin,Prague,594
2025-04-27T18:00:00,Berlin,Prague,501
2025-04-28T06:00:00,Berlin,Prague,308
2025-04-28T18:00:00,Berlin,Prague,482
2025-04-29T06:00:00,Berlin,Prague,750
2025-04-29T18:00:00,Berlin,Prague,517
2025-04-30T06:00:00,Berlin,Prague,495
2025-04-30T18:00:00,Berlin,Prague,771
2025-05-01T06:00:00,Berlin,Prague,399
2025-05-01T18:00:00,Berlin,Prague,186
2025-05-02T06:00:00,Berlin,Prague,282
2025-05-02T18:00:00,Berlin,Prague,776
2025-05-03T06:00:00,Berlin,Prague,670
2025-05-03T18:00:00,Berlin,Prague,430
2025-05-04T06:00:00,Berlin,Prague,721
2025-05-04T18:00:00,Berlin,Prague,121
2025-05-05T06:00:00,Berlin,Prague,279
2025-05-05T18:00:00,Berlin,Prague,600
2025-05-06T06:00:00,Berlin,Prague,787
2025-05-06T18:00:00,Berlin,Prague,629
2025-05-07T06:00:00,Berlin,Prague,512
2025-05-07T18:00:00,Berlin,Prague,482
2025-05-08T06:00:00,Berlin,Prague,594
2025-05-08T18:00:00,Berlin,Prague,112
2025-05-09T06:00:00,Berlin,Prague,231
2025-05-09T18:00:00,Berlin,Prague,315
2025-05-10T06:00:00,Berlin,Prague,92
2025-05-10T18:00:00,Berlin,Prague,616
2025-05-11T06:00:00,Berlin,Prague,628
2025-05-11T18:00:00,Berlin,Prague,289
2025-05-12T06:00:00,Berlin,Prague,83
2025-05-12T18:00:00,Berlin,Prague,109
2025-05-13T06:00:00,Berlin,Prague,780
2025-05-13T18:00:00,Berlin,Prague,401
2025-05-14T06:00:00,Berlin,Prague,356
2025-05-14T18:00:00,Berlin,Prague,724
2025-05-15T06:00:00,Berlin,Prague,208
2025-05-15T18:00:00,Berlin,Prague,694
2025-05-16T06:00:00,Berlin,Prague,845
2025-05-16T18:00:00,Berlin,Prague,478
2025-05-17T06:00:00,Berlin,Prague,742
2025-05-17T18:00:00,Berlin,Prague,211
2025-05-18T06:00:00,Berlin,Prague,473
2025-05-18T18:00:00,Berlin,Prague,307
2025-05-19T06:00:00,Berlin,Prague,662
2025-05-19T18:00:00,Berlin,Prague,447
2025-05-20T06:00:00,Berlin,Prague,153
2025-05-20T18:00:00,Berlin,Prague,266
2025-05-21T06:00:00,Berlin,Prague,341
2025-05-21T18:00:00,Berlin,Prague,380
2025-05-22T06:00:00,Berlin,Prague,250
2025-05-22T18:00:00,Berlin,Prague,296
2025-05-23T06:00:00,Berlin,Prague,670
2025-05-23T18:00:00,Berlin,Prague,439
2025-05-24T06:00:00,Berlin,Prague,495
2025-05-24T18:00:00,Berlin,Prague,356
2025-05-25T06:00:00,Berlin,Prague,338
2025-05-25T18:00:00,Berlin,Prague,382
2025-05-26T06:00:00,Berlin,Prague,67
2025-05-26T18:00:00,Berlin,Prague,220
2025-05-27T06:00:00,Berlin,Prague,282
2025-05-27T18:00:00,Berlin,Prague,773
2025-05-28T06:00:00,Berlin,Prague,552
2025-05-28T18:00:00,Berlin,Prague,789
2025-05-29T06:00:00,Berlin,Prague,783
2025-05-29T18:00:00,Berlin,Prague,793
2025-05-30T06:00:00,Berlin,Prague,450
2025-05-30T18:00:00,Berlin,Prague,315
2025-05-31T06:00:00,Berlin,Prague,342
2025-05-31T18:00:00,Berlin,Prague,543
2025-06-01T06:00:00,Berlin,Prague,650
2025-06-01T18:00:00,Berlin,Prague,234
2025-06-02T06:00:00,Berlin,Prague,364
2025-06-02T18:00:00,Berlin,Prague,521
2025-06-03T06:00:00,Berlin,Prague,211
2025-06-03T18:00:00,Berlin,Prague,169
2025-06-04T06:00:00,Berlin,Prague,421
2025-06-04T18:00:00,Berlin,Prague,226
2025-06-05T06:00:00,Berlin,Prague,766
2025-06-05T18:00:00,Berlin,Prague,756
2025-06-06T06:00:00,Berlin,Prague,210
2025-06-06T18:00:00,Berlin,Prague,274
2025-06-07T06:00:00,Berlin,Prague,800
2025-06-07T18:00:00,Berlin,Prague,346
2025-06-08T06:00:00,Berlin,Prague,456
2025-06-08T18:00:00,Berlin,Prague,408
2025-06-09T06:00:00,Berlin,Prague,314
2025-06-09T18:00:00,Berlin,Prague,358
2025-06-10T06:00:00,Berlin,Prague,680
2025-06-10T18:00:00,Berlin,Prague,159
2025-06-11T06:00:00,Berlin,Prague,353
2025-06-11T18:00:00,Berlin,Prague,225
2025-06-12T06:00:00,Berlin,Prague,583
2025-06-12T18:00:00,Berlin,Prague,302
2025-06-13T06:00:00,Berlin,Prague,234
2025-06-13T18:00:00,Berlin,Prague,145
2025-06-14T06:00:00,Berlin,Prague,502
2025-06-14T18:00:00,Berlin,Prague,554
2025-06-15T06:00:00,Berlin,Prague,280
2025-06-15T18:00:00,Berlin,Prague,758
2025-06-16T06:00:00,Berlin,Prague,797
2025-06-16T18:00:00,Berlin,Prague,311
2025-06-17T06:00:00,Berlin,Prague,212
2025-06-17T18:00:00,Berlin,Prague,734
2025-06-18T06:00:00,Berlin,Prague,476
2025-06-18T18:00:00,Berlin,Prague,782
2025-06-19T06:00:00,Berlin,Prague,698
2025-06-19T18:00:00,Berlin,Prague,451
2025-06-20T06:00:00,Berlin,Prague,143
2025-06-20T18:00:00,Berlin,Prague,683
2025-06-21T06:00:00,Berlin,Prague,527
2025-06-21T18:00:00,Berlin,Prague,447
2025-06-22T06:00:00,Berlin,Prague,692
2025-06-22T18:00:00,Berlin,Prague,560
2025-06-23T06:00:00,Berlin,Prague,457
2025-06-23T18:00:00,Berlin,Prague,239
2025-06-24T06:00:00,Berlin,Prague,68
2025-06-24T18:00:00,Berlin,Prague,500
2025-06-25T06:00:00,Berlin,Prague,171
2025-06-25T18:00:00,Berlin,Prague,458
2025-06-26T06:00:00,Berlin,Prague,661
2025-06-26T18:00:00,Berlin,Prague,273
2025-06-27T06:00:00,Berlin,Prague,415
2025-06-27T18:00:00,Berlin,Prague,431
2025-06-28T06:00:00,Berlin,Prague,84
2025-06-28T18:00:00,Berlin,Prague,693
2025-06-29T06:00:00,Berlin,Prague,761
2025-06-29T18:00:00,Berlin,Prague,769
2025-04-01T06:00:00,Berlin,Budapest,185
2025-04-01T18:00:00,Berlin,Budapest,442
2025-04-02T06:00:00,Berlin,Budapest,412
2025-04-02T18:00:00,Berlin,Budapest,775
2025-04-03T06:00:00,Berlin,Budapest,861
2025-04-03T18:00:00,Berlin,Budapest,311
2025-04-04T06:00:00,Berlin,Budapest,335
2025-04-04T18:00:00,Berlin,Budapest,738
2025-04-05T06:00:00,Berlin,Budapest,348
2025-04-05T18:00:00,Berlin,Budapest,501
2025-04-06T06:00:00,Berlin,Budapest,175
2025-04-06T18:00:00,Berlin,Budapest,639
2025-04-07T06:00:00,Berlin,Budapest,336
2025-04-07T18:00:00,Berlin,Budapest,277
2025-04-08T06:00:00,Berlin,Budapest,292
2025-04-08T18:00:00,Berlin,Budapest,515
2025-04-09T06:00:00,Berlin,Budapest,426
2025-04-09T18:00:00,Berlin,Budapest,220
2025-04-10T06:00:00,Berlin,Budapest,169
2025-04-10T18:00:00,Berlin,Budapest,396
2025-04-11T06:00:00,Berlin,Budapest,183
2025-04-11T18:00:00,Berlin,Budapest,102
2025-04-12T06:00:00,Berlin,Budapest,522
2025-04-12T18:00:00,Berlin,Budapest,483
2025-04-13T06:00:00,Berlin,Budapest,714
2025-04-13T18:00:00,Berlin,Budapest,209
2025-04-14T06:00:00,Berlin,Budapest,238
2025-04-14T18:00:00,Berlin,Budapest,226
2025-04-15T06:00:00,Berlin,Budapest,691
2025-04-15T18:00:00,Berlin,Budapest,300
2025-04-16T06:00:00,Berlin,Budapest,356
2025-04-16T18:00:00,Berlin,Budapest,211
